Instrument,Anonymized Lot,4 digit Seq,Customer Lot,Failure Date,Type of Procedures,Remaining Uses,Experience of Surgeon who performed Last Surgery(in Years),Experience Level
INS-069,LOT301,0622,LOT301-0622,8/12/2025,Low Anterior Resection (LAR),9,15,M
INS-069,LOT303,0584,LOT303-0584,8/12/2025,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hemicolectomy - Right|Sigmoid Colectomy,2,19,H
INS-069,LOT277,0222,LOT277-0222,8/12/2025,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Radical Cystectomy w/ Ileal Conduit|Abdominoperineal Resection (APR)|Prostatectomy - Radical w/ Lymphadenectomy,4,19,H
INS-086,,0000,,8/13/2025,,0,,L
INS-086,LOT304,0000,,8/14/2025,,0,,L
INS-082,LOT305,0036,LOT305-0036,8/15/2025,,0,,L
INS-067,LOT221,0382,LOT221-0382,8/15/2025,Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection|Incisional Hernia TAR|Partial Nephrectomy,13,19,H
INS-067,LOT306,0394,LOT306-0394,8/15/2025,Hysterectomy - Benign|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical Extraperitoneal w/o Lymphadenectomy|Hysterectomy - Malignant|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy,8,15,M
INS-047,LOT307,0250,LOT307-0250,8/15/2025,Other Gynecology|Hysterectomy - Benign|Other Colorectal|Parastomal Hernia Repair|Hysterectomy - Malignant|Low Anterior Resection (LAR)|Hemicolectomy - Right|Hysterectomy - Malignant|Hysterectomy - Malignant,5,9,M
INS-029,LOT308,0093,LOT308-0093,8/19/2025,,0,,L
INS-087,LOT309,0203,LOT309-0203,8/11/2025,Appendectomy,11,19,H
INS-088,,0000,,8/11/2025,,0,,L
INS-088,,0000,,8/11/2025,,0,,L
INS-070,LOT310,0068,LOT310-0068,8/11/2025,,0,,L
INS-089,,0000,,8/11/2025,,0,,L
INS-029,LOT158,0445,LOT158-0445,8/20/2025,,0,,L
INS-016,LOT292,0436,LOT292-0436,8/19/2025,Pancreatectomy - Distal|Pancreatoduodenectomy|Pancreatoduodenectomy|Pancreatoduodenectomy|Cholecystectomy|Cholecystectomy|Pancreatoduodenectomy|Cholecystectomy|Pancreatoduodenectomy|Other General Surgery|Pancreatoduodenectomy,38,13,M
INS-029,LOT311,0059,LOT311-0059,8/25/2025,,0,,L
INS-074,LOT312,0424,LOT312-0424,9/8/2025,,0,,L
INS-074,LOT312,0282,LOT312-0282,9/8/2025,,0,,L
INS-005,LOT313,0429,LOT313-0429,9/11/2025,,0,,L
INS-005,LOT300,0363,LOT300-0363,9/11/2025,,0,,L
INS-001,LOT075,0059,LOT075-0059,9/12/2025,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,4,20,H
INS-047,LOT314,0283,LOT314-0283,9/12/2025,Other General Surgery|Other Colorectal|Cholecystectomy|Hysterectomy - Malignant|Endometriosis Resection|Low Anterior Resection (LAR)|Hysterectomy - Malignant|Sacrocolpopexy,6,15,M
INS-059,LOT315,0046,LOT315-0046,9/12/2025,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant,10,20,H
INS-067,LOT316,0367,LOT316-0367,9/12/2025,Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,6,15,M
INS-069,LOT303,0554,LOT303-0554,9/12/2025,Rectopexy|Other Gynecology|Abdominoperineal Resection (APR)|Endometriosis Resection|Hysterectomy - Benign|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,20,H
INS-069,LOT317,0596,LOT317-0596,9/12/2025,Abdominoperineal Resection (APR)|Partial Nephrectomy - Retroperitoneal Lateral|Salpingo-Oophorectomy|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Other Urology,3,10,M
INS-047,LOT318,0365,LOT318-0365,9/12/2025,Abdominoperineal Resection (APR)|Hemicolectomy - Left|Hysterectomy - Benign|Other Colorectal|Other Colorectal|Parastomal Hernia Repair|Sacrocolpopexy,7,20,H
INS-067,LOT306,0395,LOT306-0395,9/12/2025,Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Partial Nephrectomy|Hysterectomy - Malignant|Other Gynecology|Myomectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Other General Surgery|Partial Nephrectomy,2,20,H
INS-047,LOT263,0376,LOT263-0376,9/12/2025,Low Anterior Resection (LAR)|Other Colorectal|Hysterectomy - Malignant|Hysterectomy - Benign|Endometriosis Resection,9,15,M
INS-005,,0363,-363,9/5/2025,,0,,L
INS-005,,0429,-429,9/5/2025,,0,,L
INS-090,LOT319,0182,LOT319-0182,9/16/2025,,0,,L
INS-091,LOT320,0107,LOT320-0107,9/18/2025,Cholecystectomy|Cholecystectomy|Component Separation TAR|Liver Resection|Sigmoid Colectomy,81,3,L
INS-047,LOT321,0379,LOT321-0379,9/18/2025,Hysterectomy - Malignant|Sigmoid Colectomy|Ileocolic Resection|Hemicolectomy - Right|Hysterectomy - Malignant,9,15,M
INS-082,LOT315,0430,LOT315-0430,9/18/2025,Sigmoid Colectomy|Parastomal Hernia Repair|Sacrocolpopexy|Abdominoperineal Resection (APR)|Endometriosis Resection|Other General Surgery,4,20,H
INS-028,LOT003,0411,LOT003-0411,9/25/2025,Pulmonary Lobectomy|Pulmonary Lobectomy|Cholecystectomy|Mediastinal Mass Resection|Pancreatectomy - Distal|Pulmonary Segmentectomy|Cholecystectomy|Esophagectomy Transthoracic - Chest Anastomosis|Other General Surgery|Esophagectomy Transthoracic - Chest Anastomosis|Pulmonary Lobectomy|Other Thoracic|Esophagectomy Transthoracic - Chest Anastomosis|Pancreatectomy - Distal|Pulmonary Lobectomy|Esophagectomy Transthoracic - Chest Anastomosis|Mediastinal Mass Resection|Esophagectomy Transthoracic - Chest Anastomosis|Pulmonary Lobectomy|Esophagectomy Transthoracic - Chest Anastomosis,58,6,L
INS-092,LOT322,0019,LOT322-0019,9/25/2025,Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Pancreatoduodenectomy,76,17,H
INS-005,LOT299,0125,LOT299-0125,9/25/2025,,0,,L
INS-082,LOT323,0519,LOT323-0519,9/25/2025,Gastrectomy - Proximal|Liver Wedge Resection,8,15,M
INS-082,LOT273,0329,LOT273-0329,9/25/2025,Pancreatectomy - Distal|Pancreatectomy - Distal|Pancreatectomy - Distal|Pulmonary Wedge Resection|Gastrectomy - Total|Gastrectomy - Distal,1,11,M
INS-014,LOT324,0024,LOT324-0024,9/25/2025,,0,,L
INS-032,LOT224,0393,LOT224-0393,10/2/2025,Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Other Colorectal|Sigmoid Colectomy|Hysterectomy - Malignant|Endometriosis Resection|Sacrocolpopexy|Prostatectomy - Radical w/ Lymphadenectomy,1,11,M
INS-059,LOT315,0199,LOT315-0199,10/2/2025,Partial Nephrectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection,10,20,H
INS-047,LOT321,0378,LOT321-0378,10/2/2025,Endometriosis Resection|Hysterectomy - Benign,12,15,M
INS-011,LOT325,0254,LOT325-0254,10/2/2025,Cholecystectomy|Cholecystectomy|Sigmoid Colectomy|Sigmoid Colectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Other Colorectal|Sigmoid Colectomy,6,15,M
INS-069,LOT317,0611,LOT317-0611,10/2/2025,Endometriosis Resection|Other Urology|Other Urology|Prostatectomy - Radical w/ Lymphadenectomy|Rectopexy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,20,H
INS-082,LOT322,0413,LOT322-0413,10/2/2025,Low Anterior Resection (LAR)|Gastrectomy - Subtotal|Other General Surgery|Parastomal Hernia Repair,6,15,M
INS-059,LOT296,0262,LOT296-0262,10/2/2025,Myomectomy|Partial Nephrectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Partial Nephrectomy - Retroperitoneal Lateral,3,10,M
INS-093,LOT326,0016,LOT326-0016,10/13/2025,,0,,L
INS-047,LOT327,0006,LOT327-0006,10/13/2025,Abdominoperineal Resection (APR)|Gastrectomy - Subtotal|Ileocecal Resection|Hemicolectomy - Right|Hysterectomy - Malignant|Liver Resection|Adrenalectomy|Adrenalectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Low Anterior Resection (LAR)|Other Urology,3,10,M
INS-047,LOT289,0370,LOT289-0370,10/13/2025,Pancreatoduodenectomy|Hysterectomy - Malignant|Low Anterior Resection (LAR)|Sacrocolpopexy|Other Colorectal|Other Colorectal|Other Colorectal|Other Colorectal|Sigmoid Colectomy|Cholecystectomy,3,10,M
INS-067,LOT328,0294,LOT328-0294,10/13/2025,Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy,14,20,H
INS-092,LOT322,0010,LOT322-0010,10/9/2025,Liver Wedge Resection|Liver Wedge Resection|Cholecystectomy|Cholecystectomy|Pancreatectomy - Distal|Pancreatectomy - Distal|Pancreatoduodenectomy,56,11,M
INS-069,LOT329,0233,LOT329-0233,10/14/2025,Mitral Valve Repair|Mitral Valve Repair,8,15,M
INS-083,LOT330,0027,LOT330-0027,10/20/2025,Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging,5,10,M
INS-082,LOT323,0364,LOT323-0364,10/22/2025,Diaphragmatic Hernia Repair|Nissen Fundoplication - Redo|Hiatal Hernia - Paraesophageal|Other Thoracic,6,15,M
INS-005,LOT331,0048,LOT331-0048,10/31/2025,,0,,L
INS-090,LOT332,0155,LOT332-0155,10/30/2025,,0,,L
INS-051,LOT333,0296,LOT333-0296,10/31/2025,,0,,L
INS-078,LOT268,0090,LOT268-0090,11/4/2025,Mitral Valve Repair|Mitral Valve Repair|Mitral Valve Repair|Mitral Valve Repair|Mitral Valve Repair|Mitral Valve Repair|Mitral Valve Repair|Mitral Valve Repair|Mitral Valve Repair|Mitral Valve Repair,5,10,M
INS-009,LOT110,0198,LOT110-0198,11/7/2025,Other Colorectal|Liver Wedge Resection|Other Colorectal|Other Colorectal|Other Gynecology|Other Colorectal|Endometriosis Resection|Other Colorectal,2,20,H
INS-069,LOT293,0706,LOT293-0706,11/7/2025,Partial Nephrectomy|Partial Nephrectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Radical Cystectomy w/ Ileal Conduit|Ventral Hernia TAPP|Prostatectomy - Radical w/ Lymphadenectomy,3,10,M
INS-047,LOT275,0336,LOT275-0336,11/7/2025,Ileocecal Resection|Liver Resection|Hysterectomy - Benign|Low Anterior Resection (LAR)|Sigmoid Colectomy|Hysterectomy - Malignant|Adrenalectomy|Adrenalectomy|Hysterectomy - Malignant,5,10,M
INS-059,LOT331,0565,LOT331-0565,11/7/2025,Hysterectomy - Benign|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy,9,15,M
INS-067,LOT328,0343,LOT328-0343,11/7/2025,Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Hysterectomy - Benign|Hysterectomy - Benign|Hysterectomy - Malignant|Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy|Other Gynecology|Endometriosis Resection,5,10,M
INS-074,LOT334,0253,LOT334-0253,11/11/2025,Gastric Bypass (Roux-en-Y),8,15,M
INS-047,LOT307,0258,LOT307-0258,11/14/2025,Hysterectomy - Malignant|Hemicolectomy - Right|Other Urology|Rectopexy|Other Colorectal|Hysterectomy - Malignant|Hysterectomy - Malignant|Other Colorectal|Adrenalectomy|Adrenalectomy|Hemicolectomy - Left|Other Colorectal,2,20,H
INS-059,LOT323,0710,LOT323-0710,11/14/2025,Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Myomectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Benign|Hysterectomy - Benign|Prostatectomy - Radical w/ Lymphadenectomy|Radical Cystectomy w/ Ileal Conduit|Hysterectomy - Malignant|Partial Nephrectomy,1,11,M
INS-059,LOT323,0702,LOT323-0702,11/14/2025,Hysterectomy - Malignant|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy,4,20,H
INS-078,LOT335,0372,LOT335-0372,11/14/2025,Other Colorectal|Other Colorectal|Transanal Local Excision|Abdominoperineal Resection (APR),11,20,H
INS-094,LOT336,0003,LOT336-0003,11/14/2025,Radical Cystectomy w/ Ileal Conduit|Radical Cystectomy w/ Ileal Conduit|Kidney Reimplantation - Living Donor|Radical Cystectomy w/ Ileal Conduit,14,20,H
INS-002,LOT116,0115,LOT116-0115,11/14/2025,Incisional Hernia IPOM|Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign|Hysterectomy - Malignant|Other Reconstuctive|Other Reconstuctive|Inguinal Hernia - Unilateral|Hysterectomy - Benign|Hysterectomy - Malignant,5,10,M
INS-069,LOT329,0337,LOT329-0337,11/14/2025,Sigmoid Colectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Ventral Hernia TAPP|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Prostatectomy - Radical w/ Lymphadenectomy,2,20,H
INS-082,LOT337,0188,LOT337-0188,11/14/2025,Sigmoid Colectomy,9,15,M
INS-047,LOT338,0711,LOT338-0711,11/20/2025,,0,,L
INS-032,LOT339,0157,LOT339-0157,11/20/2025,Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Parastomal Hernia Repair|Prostatectomy - Radical w/ Lymphadenectomy|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy - Retroperitoneal Lateral,8,15,M
INS-095,LOT340,0000,,11/20/2025,,0,,L
INS-094,LOT341,0447,LOT341-0447,11/20/2025,Radical Cystectomy w/ Ileal Conduit|Radical Cystectomy w/ Ileal Conduit|Ventral Hernia TAPP|Radical Cystectomy w/ Ileal Conduit|Other Urology|Radical Cystectomy w/ Ileal Conduit,12,15,M
INS-068,LOT278,0294,LOT278-0294,11/20/2025,Other Gynecology|Hysterectomy - Malignant|Hysterectomy - Malignant|Ventral Hernia TAPP|Hysterectomy - Malignant|Endometriosis Resection|Endometriosis Resection|Myomectomy|Hysterectomy - Malignant|Hysterectomy - Malignant|Ventral Hernia TAPP|Incisional Hernia TAR|Incisional Hernia TAR,2,20,H
INS-070,LOT342,0029,LOT342-0029,11/21/2025,,0,,L
INS-090,LOT343,0210,LOT343-0210,11/25/2025,,0,,L
INS-096,LOT344,0002,LOT344-0002,11/21/2025,,0,,L
INS-069,LOT345,0632,LOT345-0632,11/26/2025,Incisional Hernia TAR|Other Urology|Parastomal Hernia Repair|Rectopexy|Endometriosis Resection|Incisional Hernia IPOM|Hysterectomy - Benign|Partial Nephrectomy,2,20,H
INS-047,LOT318,0374,LOT318-0374,11/26/2025,Low Anterior Resection (LAR)|Abdominoperineal Resection (APR)|Hemicolectomy - Right|Low Anterior Resection (LAR)|Other Colorectal|Endometriosis Resection|Hysterectomy - Malignant|Hysterectomy - Malignant|Adrenalectomy|Other Urology|Sigmoid Colectomy|Other Colorectal|Total Colectomy,1,11,M
INS-069,LOT345,0547,LOT345-0547,11/26/2025,Prostatectomy - Radical w/ Lymphadenectomy|Other Urology|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Other Urology|Nephrectomy,2,20,H
INS-069,LOT317,0592,LOT317-0592,11/26/2025,Partial Nephrectomy|Prostatectomy - Radical Extraperitoneal w/ Lymphadenectomy|Partial Nephrectomy|Other General Surgery|Hysterectomy - Benign|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Endometriosis Resection,2,20,H
INS-047,LOT339,0071,LOT339-0071,11/26/2025,Abdominoperineal Resection (APR)|Low Anterior Resection (LAR)|Sigmoid Colectomy|Rectopexy|Total Colectomy,9,15,M
INS-059,LOT346,0433,LOT346-0433,12/1/2025,Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy,9,15,M
INS-047,LOT347,0102,LOT347-0102,12/1/2025,Hemicolectomy - Right|Gastrectomy - Subtotal|Rectopexy|Sigmoid Colectomy|Hysterectomy - Malignant|Hemicolectomy - Right|Endometriosis Resection|Inguinal Hernia - Unilateral|Adrenalectomy|Incisional Hernia TAPP|Other General Surgery|Ileocecal Resection,2,20,H
INS-047,LOT348,0544,LOT348-0544,12/4/2025,Cholecystectomy|Pancreatoduodenectomy|Cholecystectomy|Cholecystectomy|Duodenal Polypectomy|Liver Resection,8,15,M
INS-097,LOT349,0000,,12/4/2025,,0,,L
INS-067,LOT290,0307,LOT290-0307,12/4/2025,Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Inguinal Hernia - Bilateral|Cholecystectomy|Cholecystectomy|Cholecystectomy|Other Urology|Cholecystectomy|Inguinal Hernia - Bilateral|Cholecystectomy,5,10,M
INS-067,LOT328,0356,LOT328-0356,12/4/2025,Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Nephrectomy|Cholecystectomy|Cholecystectomy|Radical Cystectomy w/ Ileal Conduit|Ventral Hernia TAPP|Cholecystectomy|Cholecystectomy|Inguinal Hernia - Unilateral,4,20,H
INS-067,LOT328,0345,LOT328-0345,12/4/2025,Cholecystectomy|Cholecystectomy|Cholecystectomy|Pancreatectomy - Distal|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy,7,20,H
INS-098,LOT331,0071,LOT331-0071,12/4/2025,Cholecystectomy|Cholecystectomy|Cholecystectomy|Cholecystectomy|Duodenal Polypectomy|Cholecystectomy,4,20,H
INS-027,LOT350,0032,LOT350-0032,12/4/2025,,0,,L
INS-083,LOT351,0016,LOT351-0016,12/4/2025,Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging,2,20,H
INS-083,LOT352,0012,LOT352-0012,12/4/2025,Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging|Nodule Biopsy with EBUS Staging,7,20,H
INS-059,LOT263,0097,LOT263-0097,12/5/2025,Other Gynecology|Hysterectomy - Malignant|Hysterectomy - Malignant|Other Gynecology|Prostatectomy - Radical w/ Lymphadenectomy|Partial Nephrectomy|Hysterectomy - Malignant|Partial Nephrectomy|Endometriosis Resection|Endometriosis Resection|Prostatectomy - Radical w/ Lymphadenectomy,3,10,M
INS-059,LOT331,0543,LOT331-0543,12/5/2025,Hysterectomy - Malignant|Hysterectomy - Malignant|Hysterectomy - Benign,11,20,H
INS-069,LOT353,0318,LOT353-0318,12/5/2025,Incisional Hernia IPOM|Sigmoid Colectomy|Prostatectomy - Radical w/ Lymphadenectomy|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy|Hysterectomy - Malignant|Inguinal Hernia - Unilateral|Other Colorectal|Prostatectomy - Radical w/ Lymphadenectomy,1,11,M
INS-099,LOT354,0596,LOT354-0596,12/5/2025,Partial Nephrectomy|Other Gynecology|Other Urology,15,15,M
INS-100,LOT355,0001,LOT355-0001,12/5/2025,,0,,L
INS-035,,0000,,12/5/2025,,0,,L
INS-069,LOT356,0023,LOT356-0023,12/24/2025,Partial Nephrectomy,9,15,M
INS-078,LOT357,0108,LOT357-0108,12/24/2025,Hemicolectomy - Right|Other Colorectal|Sacrocolpopexy|Sacrocolpopexy|Other Gynecology|Other Colorectal|Rectopexy|Low Anterior Resection (LAR)|Rectopexy|Hysterectomy - Malignant|Hemicolectomy - Right,4,20,H
INS-069,LOT356,0039,LOT356-0039,12/24/2025,Partial Nephrectomy|Sigmoid Colectomy|Prostatectomy - Radical w/ Lymphadenectomy,7,20,H
INS-069,LOT356,0009,LOT356-0009,12/24/2025,Sigmoid Colectomy|Prostatectomy - Radical w/o Lymphadenectomy,8,15,M
INS-033,LOT358,0023,LOT358-0023,12/26/2025,,0,,L
INS-047,LOT359,0038,LOT359-0038,12/26/2025,Lysis of Adhesions - Isolated|Cholecystectomy|Incisional Hernia TAPP|Cholecystectomy|Inguinal Hernia - Unilateral|Gastrectomy - Distal|Gastrojejunostomy|Inguinal Hernia - Bilateral|Cholecystectomy|Cholecystectomy|Liver Resection|Diaphragmatic Hernia Repair|Incisional Hernia TAPP,1,11,M
INS-067,LOT360,0263,LOT360-0263,1/12/2026,Partial Nephrectomy|Hysterectomy - Malignant|Partial Nephrectomy|Other Urology|Hysterectomy - Malignant|Other Gynecology,12,15,M
INS-083,LOT352,0029,LOT352-0029,1/14/2026,Nodule Biopsy with EBUS Staging,7,20,H
INS-047,,0096,-96,1/21/2026,,0,,L
INS-069,,0184,-184,1/21/2026,,0,,L
